Time_RT,Interval Start,Interval End_RT,Market_RT,Location Id_RT,Location Name_RT,Location Short Name_RT,Location Type_RT,LMP_RT,Energy_RT,Congestion_RT,Loss_RT,Time_DA,Interval End_DA,Market_DA,Location Id_DA,Location Name_DA,Location Short Name_DA,Location Type_DA,LMP_DA,Energy_DA,Congestion_DA,Loss_DA
2025-01-01 00:00:00-05:00,2025-01-01 00:00:00-05:00,2025-01-01 01:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,19.619954,19.73,0.015694,-0.127407,2025-01-01 00:00:00-05:00,2025-01-01 01:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,21.328334,21.26,0.15,-0.081666
2025-01-01 01:00:00-05:00,2025-01-01 01:00:00-05:00,2025-01-01 02:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,19.918843,19.99,0.013009,-0.0875,2025-01-01 01:00:00-05:00,2025-01-01 02:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,21.114444,20.96,0.171111,-0.016667
2025-01-01 02:00:00-05:00,2025-01-01 02:00:00-05:00,2025-01-01 03:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,19.032731,19.07,0.002315,-0.042083,2025-01-01 02:00:00-05:00,2025-01-01 03:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,20.695555,20.42,0.285555,-0.01
2025-01-01 03:00:00-05:00,2025-01-01 03:00:00-05:00,2025-01-01 04:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,19.197361,19.21,0.011806,-0.026944,2025-01-01 03:00:00-05:00,2025-01-01 04:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,20.722778,20.45,0.276667,-0.003889
2025-01-01 04:00:00-05:00,2025-01-01 04:00:00-05:00,2025-01-01 05:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,19.36875,19.38,0.019954,-0.03037,2025-01-01 04:00:00-05:00,2025-01-01 05:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,20.688333,20.46,0.295555,-0.067222
2025-01-01 05:00:00-05:00,2025-01-01 05:00:00-05:00,2025-01-01 06:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,19.411389,19.42,0.046852,-0.050463,2025-01-01 05:00:00-05:00,2025-01-01 06:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,20.858889,20.78,0.315,-0.236111
2025-01-01 06:00:00-05:00,2025-01-01 06:00:00-05:00,2025-01-01 07:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,19.168056,19.13,0.107546,-0.071157,2025-01-01 06:00:00-05:00,2025-01-01 07:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,21.837222,21.64,0.468333,-0.271111
2025-01-01 07:00:00-05:00,2025-01-01 07:00:00-05:00,2025-01-01 08:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,19.526852,19.59,0.039167,-0.097315,2025-01-01 07:00:00-05:00,2025-01-01 08:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,26.029444,25.66,0.714444,-0.345
2025-01-01 08:00:00-05:00,2025-01-01 08:00:00-05:00,2025-01-01 09:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,18.998704,19.07,0.032778,-0.102407,2025-01-01 08:00:00-05:00,2025-01-01 09:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,24.651111,24.54,0.369444,-0.258333
2025-01-01 09:00:00-05:00,2025-01-01 09:00:00-05:00,2025-01-01 10:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,18.30588,18.29,0.068333,-0.055787,2025-01-01 09:00:00-05:00,2025-01-01 10:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,23.062778,23.17,0.124444,-0.231666
2025-01-01 10:00:00-05:00,2025-01-01 10:00:00-05:00,2025-01-01 11:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,20.875371,18.82,2.129954,-0.072083,2025-01-01 10:00:00-05:00,2025-01-01 11:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,23.215556,23.21,0.19,-0.184444
2025-01-01 11:00:00-05:00,2025-01-01 11:00:00-05:00,2025-01-01 12:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,22.582454,21.92,0.778611,-0.117824,2025-01-01 11:00:00-05:00,2025-01-01 12:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,23.325556,23.26,0.227778,-0.162222
2025-01-01 12:00:00-05:00,2025-01-01 12:00:00-05:00,2025-01-01 13:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,22.554399,22.11,0.599584,-0.157685,2025-01-01 12:00:00-05:00,2025-01-01 13:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,22.977778,22.88,0.231111,-0.133333
2025-01-01 13:00:00-05:00,2025-01-01 13:00:00-05:00,2025-01-01 14:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,21.251713,20.62,0.790648,-0.160602,2025-01-01 13:00:00-05:00,2025-01-01 14:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,22.693334,22.61,0.21,-0.126666
2025-01-01 14:00:00-05:00,2025-01-01 14:00:00-05:00,2025-01-01 15:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,20.593935,20.75,0.00463,-0.164861,2025-01-01 14:00:00-05:00,2025-01-01 15:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,22.778889,22.75,0.19,-0.161111
2025-01-01 15:00:00-05:00,2025-01-01 15:00:00-05:00,2025-01-01 16:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,20.998472,21.18,0.001296,-0.182824,2025-01-01 15:00:00-05:00,2025-01-01 16:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,23.477778,23.47,0.185556,-0.177778
2025-01-01 16:00:00-05:00,2025-01-01 16:00:00-05:00,2025-01-01 17:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,25.313194,25.54,0.026806,-0.253611,2025-01-01 16:00:00-05:00,2025-01-01 17:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,26.581111,26.56,0.205556,-0.184445
2025-01-01 17:00:00-05:00,2025-01-01 17:00:00-05:00,2025-01-01 18:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,31.46088,31.99,0.075463,-0.607084,2025-01-01 17:00:00-05:00,2025-01-01 18:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,32.195,32.58,0.063889,-0.448889
2025-01-01 18:00:00-05:00,2025-01-01 18:00:00-05:00,2025-01-01 19:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,30.754722,31.41,0.028658,-0.680602,2025-01-01 18:00:00-05:00,2025-01-01 19:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,31.947778,32.48,-0.038889,-0.493333
2025-01-01 19:00:00-05:00,2025-01-01 19:00:00-05:00,2025-01-01 20:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,31.189166,31.87,0.023195,-0.700695,2025-01-01 19:00:00-05:00,2025-01-01 20:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,31.832778,32.22,0.02,-0.407222
2025-01-01 20:00:00-05:00,2025-01-01 20:00:00-05:00,2025-01-01 21:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,32.962824,33.69,0.008565,-0.739908,2025-01-01 20:00:00-05:00,2025-01-01 21:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,31.762778,32.08,0.043333,-0.360555
2025-01-01 21:00:00-05:00,2025-01-01 21:00:00-05:00,2025-01-01 22:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,28.373426,28.99,0.002222,-0.616297,2025-01-01 21:00:00-05:00,2025-01-01 22:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.779444,30.04,0.037778,-0.298334
2025-01-01 22:00:00-05:00,2025-01-01 22:00:00-05:00,2025-01-01 23:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,25.697592,26.22,0.0,-0.526574,2025-01-01 22:00:00-05:00,2025-01-01 23:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.299445,29.6,-0.006667,-0.293888
2025-01-01 23:00:00-05:00,2025-01-01 23:00:00-05:00,2025-01-02 00:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,23.080324,23.5,0.0,-0.422176,2025-01-01 23:00:00-05:00,2025-01-02 00:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,27.540556,27.7,0.022222,-0.181666
2025-01-02 00:00:00-05:00,2025-01-02 00:00:00-05:00,2025-01-02 01:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,27.399768,27.84,0.003611,-0.447176,2025-01-02 00:00:00-05:00,2025-01-02 01:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,25.188333,25.11,0.227222,-0.148889
2025-01-02 01:00:00-05:00,2025-01-02 01:00:00-05:00,2025-01-02 02:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,24.95699,25.33,0.0,-0.376343,2025-01-02 01:00:00-05:00,2025-01-02 02:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,23.89,23.79,0.212222,-0.112222
2025-01-02 02:00:00-05:00,2025-01-02 02:00:00-05:00,2025-01-02 03:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,25.455462,25.81,0.0,-0.352038,2025-01-02 02:00:00-05:00,2025-01-02 03:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,23.744444,23.58,0.199444,-0.035
2025-01-02 03:00:00-05:00,2025-01-02 03:00:00-05:00,2025-01-02 04:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,25.98912,26.35,0.004861,-0.369075,2025-01-02 03:00:00-05:00,2025-01-02 04:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,23.845555,23.67,0.190555,-0.015
2025-01-02 04:00:00-05:00,2025-01-02 04:00:00-05:00,2025-01-02 05:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,25.54037,25.98,0.003426,-0.447223,2025-01-02 04:00:00-05:00,2025-01-02 05:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,25.328888,25.05,0.318888,-0.04
2025-01-02 05:00:00-05:00,2025-01-02 05:00:00-05:00,2025-01-02 06:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,29.473657,30.11,0.003935,-0.635278,2025-01-02 05:00:00-05:00,2025-01-02 06:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.114443,28.33,0.899443,-0.115
2025-01-02 06:00:00-05:00,2025-01-02 06:00:00-05:00,2025-01-02 07:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,30.093842,30.87,0.0,-0.771158,2025-01-02 06:00:00-05:00,2025-01-02 07:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,38.143887,37.16,1.194443,-0.210556
2025-01-02 07:00:00-05:00,2025-01-02 07:00:00-05:00,2025-01-02 08:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,56.682407,58.3,0.061945,-1.682038,2025-01-02 07:00:00-05:00,2025-01-02 08:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,46.263887,45.92,0.579442,-0.235555
2025-01-02 08:00:00-05:00,2025-01-02 08:00:00-05:00,2025-01-02 09:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,38.873472,39.93,0.037593,-1.096621,2025-01-02 08:00:00-05:00,2025-01-02 09:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,37.646666,37.46,0.418332,-0.231666
2025-01-02 09:00:00-05:00,2025-01-02 09:00:00-05:00,2025-01-02 10:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,33.268704,33.92,0.120371,-0.770833,2025-01-02 09:00:00-05:00,2025-01-02 10:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,34.216111,34.22,0.232777,-0.236666
2025-01-02 10:00:00-05:00,2025-01-02 10:00:00-05:00,2025-01-02 11:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,33.793426,34.34,0.134398,-0.683472,2025-01-02 10:00:00-05:00,2025-01-02 11:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,33.290555,33.25,0.186111,-0.145556
2025-01-02 11:00:00-05:00,2025-01-02 11:00:00-05:00,2025-01-02 12:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,30.131621,30.63,0.02463,-0.524675,2025-01-02 11:00:00-05:00,2025-01-02 12:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,32.143889,32.12,0.13,-0.106111
2025-01-02 12:00:00-05:00,2025-01-02 12:00:00-05:00,2025-01-02 13:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,32.858334,33.31,0.122408,-0.572407,2025-01-02 12:00:00-05:00,2025-01-02 13:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.64,29.61,0.098889,-0.068889
2025-01-02 13:00:00-05:00,2025-01-02 13:00:00-05:00,2025-01-02 14:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,38.955784,37.24,2.353932,-0.637314,2025-01-02 13:00:00-05:00,2025-01-02 14:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.369445,29.36,0.088889,-0.079444
2025-01-02 14:00:00-05:00,2025-01-02 14:00:00-05:00,2025-01-02 15:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,31.066297,31.33,0.275926,-0.541296,2025-01-02 14:00:00-05:00,2025-01-02 15:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.196667,29.3,0.014444,-0.117777
2025-01-02 15:00:00-05:00,2025-01-02 15:00:00-05:00,2025-01-02 16:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,30.243612,30.75,0.07625,-0.585138,2025-01-02 15:00:00-05:00,2025-01-02 16:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.243333,29.36,-0.031111,-0.085556
2025-01-02 16:00:00-05:00,2025-01-02 16:00:00-05:00,2025-01-02 17:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,56.024908,57.04,0.108009,-1.126435,2025-01-02 16:00:00-05:00,2025-01-02 17:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,36.652222,36.95,-0.015,-0.282778
2025-01-02 17:00:00-05:00,2025-01-02 17:00:00-05:00,2025-01-02 18:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,109.222548,112.58,-0.482454,-2.875832,2025-01-02 17:00:00-05:00,2025-01-02 18:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,51.053333,52.04,-0.198334,-0.788333
2025-01-02 18:00:00-05:00,2025-01-02 18:00:00-05:00,2025-01-02 19:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,45.92551,46.95,0.125,-1.14699,2025-01-02 18:00:00-05:00,2025-01-02 19:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,43.273888,44.13,-0.189445,-0.666667
2025-01-02 19:00:00-05:00,2025-01-02 19:00:00-05:00,2025-01-02 20:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,46.542871,47.51,0.064167,-1.032963,2025-01-02 19:00:00-05:00,2025-01-02 20:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,38.677222,39.27,0.047778,-0.640556
2025-01-02 20:00:00-05:00,2025-01-02 20:00:00-05:00,2025-01-02 21:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,55.216575,56.33,0.112037,-1.228796,2025-01-02 20:00:00-05:00,2025-01-02 21:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,38.123333,38.57,0.143889,-0.590556
2025-01-02 21:00:00-05:00,2025-01-02 21:00:00-05:00,2025-01-02 22:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,45.426991,46.37,0.0,-0.941342,2025-01-02 21:00:00-05:00,2025-01-02 22:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,36.86611,37.34,0.11,-0.58389
2025-01-02 22:00:00-05:00,2025-01-02 22:00:00-05:00,2025-01-02 23:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,32.596343,33.02,0.137315,-0.556806,2025-01-02 22:00:00-05:00,2025-01-02 23:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,34.160555,34.39,0.266666,-0.496111
2025-01-02 23:00:00-05:00,2025-01-02 23:00:00-05:00,2025-01-03 00:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,33.071899,31.38,2.224723,-0.534491,2025-01-02 23:00:00-05:00,2025-01-03 00:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,31.551666,31.49,0.49,-0.428334
2025-01-03 00:00:00-05:00,2025-01-03 00:00:00-05:00,2025-01-03 01:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,28.706111,27.55,1.570788,-0.416343,2025-01-03 00:00:00-05:00,2025-01-03 01:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.351666,28.73,0.923333,-0.301667
2025-01-03 01:00:00-05:00,2025-01-03 01:00:00-05:00,2025-01-03 02:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,30.996204,29.64,1.758334,-0.39963,2025-01-03 01:00:00-05:00,2025-01-03 02:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.385555,28.45,1.179999,-0.244444
2025-01-03 02:00:00-05:00,2025-01-03 02:00:00-05:00,2025-01-03 03:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,27.947454,26.18,2.08088,-0.315926,2025-01-03 02:00:00-05:00,2025-01-03 03:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,28.779443,27.6,1.398333,-0.21889
2025-01-03 03:00:00-05:00,2025-01-03 03:00:00-05:00,2025-01-03 04:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,30.319074,28.25,2.391621,-0.32088,2025-01-03 03:00:00-05:00,2025-01-03 04:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,28.836666,27.58,1.503333,-0.246667
2025-01-03 04:00:00-05:00,2025-01-03 04:00:00-05:00,2025-01-03 05:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,29.856713,28.54,1.694214,-0.379167,2025-01-03 04:00:00-05:00,2025-01-03 05:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.147777,27.78,1.649999,-0.282222
2025-01-03 05:00:00-05:00,2025-01-03 05:00:00-05:00,2025-01-03 06:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,26.850185,26.77,0.548611,-0.472593,2025-01-03 05:00:00-05:00,2025-01-03 06:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,31.098888,29.86,1.598332,-0.359444
2025-01-03 06:00:00-05:00,2025-01-03 06:00:00-05:00,2025-01-03 07:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,76.038237,71.39,6.141432,-1.489861,2025-01-03 06:00:00-05:00,2025-01-03 07:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,37.909999,37.02,1.609999,-0.72
2025-01-03 07:00:00-05:00,2025-01-03 07:00:00-05:00,2025-01-03 08:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,60.726979,65.02,-2.755661,-1.535694,2025-01-03 07:00:00-05:00,2025-01-03 08:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,42.791665,42.25,1.564442,-1.022777
2025-01-03 08:00:00-05:00,2025-01-03 08:00:00-05:00,2025-01-03 09:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,48.163188,51.8,-2.415932,-1.22088,2025-01-03 08:00:00-05:00,2025-01-03 09:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,38.624444,37.95,1.459443,-0.784999
2025-01-03 09:00:00-05:00,2025-01-03 09:00:00-05:00,2025-01-03 10:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,46.177176,47.21,-0.108333,-0.926157,2025-01-03 09:00:00-05:00,2025-01-03 10:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,33.834444,33.38,1.108888,-0.654444
2025-01-03 10:00:00-05:00,2025-01-03 10:00:00-05:00,2025-01-03 11:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,33.41051,34.09,-0.091389,-0.590602,2025-01-03 10:00:00-05:00,2025-01-03 11:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,32.217223,32.49,0.343333,-0.61611
2025-01-03 11:00:00-05:00,2025-01-03 11:00:00-05:00,2025-01-03 12:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,30.14338,30.75,-0.110417,-0.491203,2025-01-03 11:00:00-05:00,2025-01-03 12:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,30.468889,30.93,0.102778,-0.563889
2025-01-03 12:00:00-05:00,2025-01-03 12:00:00-05:00,2025-01-03 13:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,31.086249,31.19,0.340554,-0.446805,2025-01-03 12:00:00-05:00,2025-01-03 13:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,28.709445,29.36,-0.123333,-0.527222
2025-01-03 13:00:00-05:00,2025-01-03 13:00:00-05:00,2025-01-03 14:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,40.76569,39.95,1.337727,-0.517037,2025-01-03 13:00:00-05:00,2025-01-03 14:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,27.641667,28.21,-0.117222,-0.451111
2025-01-03 14:00:00-05:00,2025-01-03 14:00:00-05:00,2025-01-03 15:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,37.250923,36.82,0.890228,-0.454305,2025-01-03 14:00:00-05:00,2025-01-03 15:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,27.341111,27.74,0.01,-0.408889
2025-01-03 15:00:00-05:00,2025-01-03 15:00:00-05:00,2025-01-03 16:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,33.901528,34.0,0.324167,-0.425139,2025-01-03 15:00:00-05:00,2025-01-03 16:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,29.628889,29.39,0.746667,-0.507778
2025-01-03 16:00:00-05:00,2025-01-03 16:00:00-05:00,2025-01-03 17:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,32.134769,32.47,0.210787,-0.545185,2025-01-03 16:00:00-05:00,2025-01-03 17:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,32.452223,32.5,0.545,-0.592777
2025-01-03 17:00:00-05:00,2025-01-03 17:00:00-05:00,2025-01-03 18:00:00-05:00,REAL_TIME_HOURLY,51287.0,WEST INT HUB,WEST INT HUB,HUB,43.589257,45.17,-0.517318,-1.064259,2025-01-03 17:00:00-05:00,2025-01-03 18:00:00-05:00,DAY_AHEAD_HOURLY,51287,WEST INT HUB,WEST INT HUB,HUB,40.746112,41.36,0.374444,-0.988332
